user_id,sex,plan,age,age_bin,ethnicity,department,nationality,country_of_work
390,Male,Dependent account,38.0,31-40,,Product,Singapore,Singapore
391,Male,Dependent account,2.0,0-10,Chinese,HR,"S""ngapore",singapore
392,FEMALE,Main account,37.0,,Malay,Business,Singapore,Singapore
393,Female,Main account,47.0, 41-50,Malak,,Singaporü ,Singapore
394,female,Dependent account,15.0,11-20, Indian,HR,Singapore,Singapore
395,Female,Main account,23.0,21-30,Chinese,Product,India,Singapore
396,Female,Main account,19.0,11-20,Chinese,HR,Singapore,Singapore
397,Female,Dependent account,21.0,21-30,Chinese,,Singapore,Hong Kong
398,Male,Dependent accouunt,39.0,31-40,Chin–se,HR,Singa…ore,Singapore
399,Female ,DEPENDENT ACCOUNT,65.0,60+,Chinese,HR,Singapore,Singapore
400,Female,MAIN ACCOUNT,31.0,31-40,Malay,Business,,Singapore
401,,Dependent account,28.0,21-30,hinese,Business,Singapore,Singapore
402,Male,Dependent account,69.0,ñ0+,oTHERS,Product,Singapoer,China
403,Male,Dependent account,,60+,Chinese,Business,SINGAPORE,Singapore
404,male,Dependent account,28.0,21-30,Malay,Business,Singapore,Singapore
405,ñale,Dependent account,16.0,11-20,,HR,Singaporé,Singapore
406,—ale,Dependent account,70.0,60+,Malay,Product,Singapore,Singapore
407,,Dependent account,21.0,21-30,Chinese,B–siness,,Singapore
408,Female,Main account,40.0,31-40,Chi'ese,Business, Singapore,SINüAPORE
409,Female,Dependent account,33.0,31-40,Chinese,,,Singapore
410,,Dependent account,44.0,41-50,Chinese,Business,Singapore, Singapore
411,Male,,58.0,51-60,Chinese ,HR,sINGAPORE,Singapore
412,fEMALE,Dependent account,4.0,0-10,Indian,HR,Singapore,"sI""GAPORE"
413,Female,Dependent account,23.0,21-30,Chinese,HR,Singapore,Singapore
414,Male,Main account,28.0,é1-30,Chinese,Product,Singapore,China
415,Female,Dependent account,56.0,51-60,,Business,Singapore,Singapore
416, Male,Main account,52.0,51-60,Chinese, —R,,Singapore
417,Femole ,Main account,50.0, '1-50,Malay,Business,Singapore,Singapore
418,Male,Dependent account ,66.0,,Chinese,Business,Singapore,Singapore 
419,Fe…ale ,Main account,27.0,21-30,Chinese,Product,Singapore,Singapore
420,Male,Dependent account,57.0,51-60,Chinese,Business,I®dia,Singapore
421,,Dependent account,63.0,60+,Chinese,Business,Singapore,Singapore
422,femaée,Dependent account,32.0,,Chinese,Pr™duct,Singapore,Singapore 
423,Male,,27.0,21-30,Malay,Product,China,Singapore
424,,Depen–ent account,22.0,21-30,Chinese,Product,Singapore ,bingapore
425,Male,,22.0,21-30,Malay,Business ,Singapore,SINGAPORE
426,Female,Dependent account,70.0,60+,Chinese,Product,"""ingaporre",
427,Female,Dependent account,32.0,31-40,Chinese,Business,Singapore,Singapore
428,Male,Dependent account,26.0,,Chiense,,Inüia,Singapore
429,Female,Dependent account,65.0,60+,Malay,HR,SINGAPORE,Singapore
430,fEMALE,Main account,46.0,41-50,Chinese,,Singapore, Hong Kong
431,Female,,,31-40,Chinese,HR,Singapore,Singapore
432,Mael,Dependentaccount,43.0,41-50,,Product,Singapore,CHINA
433, Male,Dependent account,30.0,21-30,Chinese,Business,Singapore,Singapore
434,Male,Dependent account,28.0,21-30,Mlay,Business, Singapore,sINGAPORE
435,,Dependent account,58.0,51-60,Chinese,Business,Singapore,singapore
436,Female,Mainaccount,32.0,31-40,Malay,HR,Singapore,Singapore
437,Male,,,41-50,mALAY,HR,Singapore,Singapore
438,Male,Main account,24.0,21-30,Chinees, Product,Singapore,HongéKong
439,Male,main account,31.0,31-40,Chine™e,HR,Singapore,
440,Female,Dependent account,46.0,,Chines–,Product,,
441,Male,Dependent ñccount,,31-40,Chine—e,HR,S®ngapore,
442,,Dependentaccount,29.0,21-30,Others,Businness,India,singapore
443,Female,Main account,57.0,51-60,Chinese,Business,India,Singapore
444,Female,Dependent account,69.0,60+,Chinese,Product,chian,S®ngapore
445,,Dependent account,18.0,11-20,Chinese,Product,Singapore,Singapore
446,Male,Main account,41.0,41-50,Chinese,Business,Singapore,Singapoñe
447,Ma–e,Dependent account,33.0,31-40,Chinese,HR,Singapore,Singapoñe
448,Female,Dependent account,61.0,60+,Chinese,HR,,Singapore
449,Male,Dependent account,6.0,0-10,,Busin—ss,Singapore,
450,Male,Main Account,49.0,,Chinñse,Product,Singapore,Singapore
451,Female,"Main""account",19.0,11™20,Chinese,Business,Singpaore,Singapore
452,Female ,Dependent account,24.0,21-30,Chine…e,Business,Malaysia,Singapore
453,,Main account,19.0,11-20,Malay,Product, Singapore,Singapore
454,EFMALE,Depenéent account,20.0,11-20,chinese,Business,Siügapore,
455,Female,Main Account,43.0,41-50,Chinese,Product ,India,Singaporee
456,Female,Main ccount,40.0,31-40,Chinese,Business,Singapore,Singapore
457,Female,Main account,43.0,41-50,Chinese,Business,Singapore,Singapore 
458,Female,Dependent account,70.0,60+,Chinese,Product,Singapore,hong kong
459,Female,Dependent account,63.0,60+,Chinese,HR,India,Singapore
460,Female,Dependent account ,41.0,41-50,Maay,HR,China,Singapore
461,Male,Dependent account,31.0,31-40,Chinese,Busñness,China,Singapore
462,Male,,19.0,11-20,ckinese,Business,Singapore,
463,Male,Dependent account,16.0,,Chinese,Product, Singaporee,Singapore
464,Male,Dependent account,61.0,60+,Chinese,Business,Singapore,Singapore
465,Female,,28.0,21-30 ,Malay,pRODUwT,Singapore,Singapore
466,Female,Dependent account,50.0,41-50,Chinese,Product,Singapore,Singapore
467,Male,M…in account,58.0,51-60,Malay,HR,,Singapore
468,Female,Dependent account ,31.0,31-40,Chinese ,Business,Singapore,Singapore
469,Male,Dependent account,69.0,60+,Malay,,Singapore,Singapore
470,Male,Dependent Account,50.0,41-5é,Malay,Product,Singapore,sINGAPORE
471,,dEPENDENT ACCOUNT,17.0,11-20,Chinese,Product,Singapore,Singapore
472,Female,Dependent account,28.0,21t30,Malay,Busineés,Singapore,
473,,Dependent account,3.0,0-10,,Business,Singapore,China
474,Female,Mai™ account,47.0,41-50,Chinese,Business,Singapori,
475,Male,,23.0,,Chinese,Business , Singapore,Singapore
476,,Dependent account,70.0,60+,Ch®nese,,Singapore,Singapore
477,Male,Dependent account,81.0,60+,Chinese,bUSINESS,,Hong Kong
478,Male,Main account,45.0,41-50,Chinese,,Singapore,
479,Female,Mainaccount,,41-50,Chinise,Bus'ness,sINGAPORE,Hong Kong
480,Male,"Dependent""account",40.0,31-40,Chniese,HR,iNDIA,
481,Male,Dependent account,54.0,,Chinese,Product,Singapore,Singapore
482,mALE,Dependent account,58.0,51-60,Chinese,roduct,Singapore,Singapore
483,Male,"Main ""ccount",41.0,41-50,Others,,Singapore,Singapore
484,Male,Dependent account,70.0,,Malay,,Singapore,Singapo…e
485,Male,Main account,61.0,60+,Chinese,HR,Singapore,Singapore
486, Female,Main account ,,51-60,Indian,Business,Singapore,Singapore
487,Female,Main account,46.0,41-50,Chinese,Product,Singapore,
488,Female,Main accoun',22.0, 21-30,Others,Business,Singapore,China
489,,Dependent account,11.0,11-20,Malay,Product,Singapore,Singapore
490,Female,Dependent account,27.0,21-30,Chinese,Business,Singapore,Singapore
491,Female,Dependent account,46.0,41-50,Chinese,BBusiness,Singapore,Hong Kong
492,Male,Dependent account,46.0,41-50,Malay,Business,China,Singapore
493,Male,Dependent account,51.0,51-60,Chinese,Product,Singapore,Singapore
494,Male, Main éccount,58.0,51-60,Chinese,Product,India,China
495,Male,Dependent account,64.0,60+,Chinese,Product,Singapore,Singapore
496,Malñ,Dependent account,63.0,60+,Chinese,,Singapore,Singapore
497,Male,,58.0,51-60,Chinese,PRODUCT,Singapore,Singapoqe
498,Female,Dependent ac'ount,71.0,60+,Chinese,Busiess,Singapore,SINGAPOR™
499,Female,Dependent account,9.0,0-10,Chinese,Produc,China ,Singapore
500,Male,Dependent account,5.0,0-10,CChines™,Product,Singapore,Singapore
501,Male,Dependent account,14.0,,Malay,bUSINESS,Singapore,Singapore
502,Male,Dependent account,33.0,31-40,Chinese,Prod—ct,Singapore,Singapore
503,Female,,52.0,51-60,—hinese,HR,Singapore,SINGAPORE
504,Female,Dependent account,11.0,11-20,Chinese,Business,Siégapore,China
505,…emale,Main account,45.0,41-50,,Business,Singapore,Singapore
506,Male,Dependent account,,21-30,Chinese,HR ,Singapore,Singapore
507,Male,Dependent account,34.0,31-40,cHINESE,HR,Malaysia,Singapore
508,Female, Main account,39.0,,Chinese,Bus…ness,China,Singaporñ
509,,Dependent account,27.0,21-30,Indian,Business,Malaysia,Singapore
510,Female,Dependent account,50.0,,cHINESE,Business,Singapore,Singapore
511,Female,,27.0,21-30,Chinese,,,Singapore
512,Male,Main account,29.0,21-30,,Product,malaysia,China
513,Male,Dependent accou®t,34.0,31-40,Chinese,,Singapore,Singapore
514,Female,Maié account,21.0,21-30,Chinese,Bu…iness,Singapore,Sñngapore
515,,Main account,29.0,21-30,Indian,pRODUCT,Singapore,Siingapore
516,Female,Dependent account,64.0,60+,Chinese,Product, Malaysia,Singapore
517, Male,Dependent …ccount,50.0,41-50,Indian,HR,Singapore,Singapore
518,Male,Dependent account,,11-20,others,Product,Singapore,
519,Male,Main account,39.0,31-40,Chinese,,sINGAPORE, Singapore
520,Male,Main account,,31-40,Chinese,,Singapore,Singapore
521,,Dependent account,17.0,–1-20,Chinese ,Business,India,Singapore
522,Fe™ale,Main account,57.0,51-60,Chinese,,Singapore,Hong Kong
523,Female,Main account,23.0,21-30,Malay,HR,China,Singapore
524,Female,Dependent account,21.0,21-30,Malay,éroduct,Singapore,
525,Male,Main account,54.0,51-60,Chinese,product,India,Singa'oer
526,,Main account,36.0,31-40,Chinese,Product,,Singapore
527,Female,eDpendent Account,12.0,11-20,Chinese,Product,Singapore,Singapore
528,Male,Depende—t account,,'1-40,Indian,Product,"Singap""re",China
529,Female,Dependent account,,5ñ-60,Chin…se,,Singapore,Singapñre
530,"Fem""le",Dependent account,61.0,60+,,Business,Singapore,Singapore
531,Male,,51.0,,Chinese,PRODUCT,Singapore,Hong Kong
532,Male,Main account,58.0,51-60,Chinese,,Singapore,Singapore
533,Female ,Main aaccount,44.0,4…-50,Chinese,HR,Singapore,Singapore
534,FEMALE,Dependent account,55.0,51-60,,Product,Singapore,Hong oKng
535,,Main account,26.0,21-30,Indian, Business,Malaysia,Singapore
536,Female,Dependñnt account,,3'-40,Malay, Business,,Singapore
537,Feemal®,,45.0,41-–0,Chinese,HR,S'ngapore,Süngapore
538,Female,Dependent account,22.0,21-30,Indian,Business,Singapore,
539,male,Dependent account,31.0,31-40,Chinese,Busineüs,Singapore,
540,Femaale,Dependent account,,41-50,CHINESE,Business,Singapore,Singapore
541,Male,Dependent account,35.0,31-40,CHINESE,Product,Singapére,Singapore
542,Female,Dependent account,5.0,,Chünese,hr,Singapore,Singaporé
543,Female,Dependent account,3.0,0--10,Chinese,Business,,Singapore
544,Fema…e,Dependent account,16.0,11-20,Chin®se,Business,Sinapore,sINGAPORE
545,Male,Depeñdent account,50.0,41-50,Chinese,Business,Singapore,singapore
546,Male,Dependent aücount,20.0,11-20,Chinese,Product,Singapore,Singapore
547,Female,,34.0,31-40,Chinese,Product,Singapo®e,Singapore
548,Fema—e,Dependent account,6.0,,"Ma""ay",Business,Singapore,singapore
549,Female,Mñinaccount,19.0,11-20,Chinese,Business,,Singapore
550,Female,Dependent account,42.0,41-5ñ,Others,,Singapore,Singapore
551,Female,Dependent account,,60+,,Product,,Singapore
552,fEMALE,Dependent account,21.0,2ü-30,Chinese,PRODUCñ,Singapore,Singapore
553,Male,Dependent™account,1.0,0-10,Chin™se,Business,Singapñre,Singapore
554,femaae,Dependent account,49.0,41-50,Malay,Business,India,SINGAPORE
555,Female,Mainaccount,,21-30,Chinese,Business,India,Singapore
556,Male,Main account,24.0,21-30,Chinese,Product,Singapore ,
557,Male,Depende—t account,18.0,11ñ20,Chinese,HR,Singapore,Singapore
558,MALE,Main account,53.0,51-60,Chinese,Business,,snigapore
559,Female,Dependent account,29.0,21-30,Chinese,Business,Singapore,Singapore
560,M™le,Dependent account,71.0,60+,Chine–e ,Business,Singapore,sINGAPORE
561,Male,Main account,26.0,21-30,Malay,Product,Singapore,Singapore
562,Femñle,Main account,57.0,51-60, Chin—se,Product,Singapore,Singapore
563,Fem™le,Ma…n account,53.0,51-60,Chinese,Product,Singapore,China
564,Female,Dependent account,12.0,11-20,Chinese,Product,Singapore,Singapore
565,Male, Dependent account,51.0,51-60,Chinese,Business,Singapore,China
566,Male,Dependent account,38.0,31-40, Maalay,Busi—ess,Singapore,"Singa""ore"
567,Female, Main account,25.0,21-30,Chinese,Bus™ness,Singapore,Singapore
568,Male,Dependent account,1.0,,Chinese,,sINGAPORE,Singapore
569,Female,Dependent account,52.0,,Chinese,BUSINESS,,Singapore
570,Male,Dependent account,39.0,31-40,Malay,HR,Singapore,SINGAPORE
571,Male,,6.0,0-10 ,Chinese,HR,Singapore,
572,Female,Dependent account,21.0,21-30,Chinese,Business,,Singapore
573,Male,Dependent account,53.0,51-60,Chinese,Busine–s,Singapore,Singapore
574,Female,Dependent account,64.0,60+, Indian,HR,Singapore,Singapore
575,Female,Main account,59.0,51-60,Indian,Product,Singapore,sINGAPORE
576,Female,Main account,36.0,31-40,Chinese,, Singüpore,Singapore
577,Male,Dependent –ccount,23.0,21-0,Chinese,Product,Singapyre,Singapo–e
578,Female ,Dependent account,51.0,51-60,Chinese,Product,Singapore,Singapore
579,Male,Main account,55.0,,Indian,product,,Singapore
580,Female,Main account,40.0,,Indian,Product,Singapore,Singapore
581,Male,Dependent account,41.0,"4""-50 ",Chinese,Product,Singapore,Singapore
582,Female,Dependent account,25.0,21-30,Mal…y,Productt,singapore,Singapore
583,Male,MAIN ACCOUNT,50.0,41-50,MALAY,,Singapo—e,Singapore
584,Female,Main cacount,60.0,51-60,Chinese,Businesb,Singapere,china
585,Female, Dependent account,47.0,41-50,"C""inese",hr,,Singapore
586, Female, Main account,51.0,51-60,Indian,Product,China,Singapore
587,Male,Dependent account,44.0,41-50,Chinese,usiness,Singapore,Singapore
588,Male,Main account,32.0,31-40,,,Singapore,
589,,Depéndent Account,52.0,51-60,ehinese,Product,Singapore,'ingapore
590,Female,Dependent account,21.0,21-30,Others,Product,Singapore,
591,,Dependent account,14.0,11-20,,Business,Singapore,Singapore
592,male, Dependent account,20.0,11-20,C—inese,business,Singapore,Singapore
593,Female,Dependent account,11.0,11-20,Chinese,HR,Singapore,Singapore 
594,Malee,Dependent account,57.0,51-6,Mülay,Product,Singapore,Singapore
595,Female,Dependent account,31.0,31-40,Chinese,product,"""ingapore",Singapore
596,Female,Main account,,21-30,iNDIAN,Product,Singapore,Singapore
597,Male,Dependent account,1.0,0-10,Chinese,HR,Singapore,Singapore
598,Male,Dependent accoun–,57.0,51-60,Malay,Hr,sINGAPORE,Singañore
599,male,Main account,62.0,60+,Chinese,,Singapore,Singapore
600,Female,,48.0,41-50,Malay,Product,Singapore,Singapore
601,Male,Main account ,57.0,5ñ-60,,Business,Singapore,singapore
602,,depenüent account,22.0,21-30,Chinese,,China,Singapore
603,Female,Dependent account,,60+,cHINESE,Product,iNDIA,Si™gapore
604,Female,dEPENDENT ACCOUNT,33.0,3vü40,Chinese,Business,Singapore,Singapore
605,Male,Dependent account,45.0,41-50,Malay,Product,,Hong Kong
606,Male,,47.0,ñ1-50,Chinese,Business,Singapore,S…ngapore
607,,éependent account,33.0,31-40,Chinese,Businñss,,
608,Female,Main account,29.0,21-30,Chinese,Produmt,Singapore,China
609,Female,Dependent account,24.0,21-30,Chinese,HR,India,singapore
610,Female,,54.0,51-60,Chinese,Business,Singapore,Singapoe
611,Female,Main account,25.0,21-30,Chinese,Product,Singapore,Singapore
612,Female,Main account,,21-30,Chinese,Product,Singapore,Singapore
613,Female,Main accouñt,36.0,,Chinese,,SINGAPORE,
614,Male,Dependent account,,,Chinese,Product,Singapore,Singapore
615,Female,Dependent account,59.0,51-60,Indian ,Business,Singapore,Singapore
616,Female,Main account,31.0,31-40,Malay,Product,singapore,Singapore
617,Male,,16.0,11-20,Malay,Prodduct,,China
618,Male,Dependent account,5.0,0-10,Chine…e,Business,Singapore,Singapore
619,Male,,34.0,,,,Malaysia,Singapore
620,Female,Dependent account,24.0,21-30,Cihnese,Product,,Singapore 
621,Female,Main accounü,57.0,51-60,,Product,,Singapore
622,Male,Dependent account,15.0,,Chine…e,Product,Singapore,Singapore
623,Male,Dependentaccount,39.0,13-40,MALAY,Product,Singapore,Singapore
624,Female,Dependent account,33.0,31-0,Chinese,Product,Singapore,SINGAPORE
625,Made,Dependent account,53.0,51-60,Chinese,HR,Singapore,S–ngapore
626,Female,Main account,51.0, ®1-60,Chinese,Business,Singapore ,S'ngapore
627,,Dependent account,69.0,60+,Chinese,Busness,üingapore,Singapore
628,Female,,34.0,31-40,Malay,Business,SINGAPORE,Singapore
629,Feale,Dependent account,35.0,31-40,Chinese,Product,Singapore,Singñpore
630,Mal,Dependent account,70.0,60+,Chinese,Business,Singapore,Singapore
631,Female,Dependent account,81.0,60+,Chinese,,Singapore,Singaporre
632,Femaie,Main account,30.0,2ñ-30,Chinese,Buskness,Singapore,Singapore
633,Male,Main account,53.0,51-60,Chinese,HR,Singapore,Singapore
634,Female,Main account,45.0,41-50,Chinese,HR,sINGAPORE,Singapore
635,,Dependentéaccount,61.0,60+,Indian,Producü,Singapore,Singapore
636,Female,Depkndent account,63.0,,Malay,Business,sINGAPORE,Singapore
637,Male,dEPENDENT ACCOUNT,19.0,11-20,Chinese,Business,Singapore,Singapore
638,Female,,29.0,21-30,Chniese,Business,Singapore,Singapore
639,Female,Main account,42.0,41-50,Chinese,Business,Singapo…e,China
640,Male,Dependent account,20.0,11-20,,Businesé,éndia,Singapore
641,Male,Dependent account,25.0,21-30,INDIAN,Business,Singaporee,Sinéapore
642,Female ,,8.0,0-10,Indian,HR,Siügapore,Singapore
643,éale,Dependent account,28.0,21-30,,Product,Singapore,Singapore
644,Female,Dependent account,51.0,51-60,Chinese,,sINGAPORE,Singapore
645,Female,Dependent account,54.0,51-60,Malaa,HR,,Singapore
646,Femaré,,29.0,,Chinese,HR,Singapor–,Singapore
647,Female,Dependent account,10.0,,Chinese,,Singapore,Singapore
648,Male,Main account,,31-40,Chinese,Pr®duct,Singapore,Singapore
649,Male,Dependent account,69.0,6—+,Chinese,BéSINESS,Singaüore,Singapore
650,Female,Main account,20.0,11-é0,Chinese,Product,Singapore,Singa™ore
651,Female,Dependent account,71.0,60+,Chinese,Product,Singaporre,China
652,,Main account,61.0,60…,Chinese,,Malaysia,Singapore
653,Male,Dependent account,45.0,,Chinese,Product,Singapore,Singapore
654,,Main account,29.0,21-30,,Product,Singapore,Singpore
655,Fjmale,Main account,30.0,21-30,,Product,Singapore,Singaporre
656,Male,Dependent account,23.0,21-30,Chinese,Business,Malaysia,sINGAPORE
657,Male,Main account,51.0,51-60,Indian,HR,,Singaore
658,Male,Main account,43.0,41-50,Malay,Product,Malaysia,Singapore
659,Male,"Dependent ""ccount",34.0,31-40,Chinese,Business,Singapore,Singapore
660,,,32.0,31-40,Indian,Hé,Singapore,China
661,Male,Dependent account,1.0,,Chinese,HR,Singapore,Singapore
662,Female,Dependent account,72.0,ü0+,Chinese,Product,Singapore, Singapore
663,Male,Dependent account,43.0,41-50,,Business,Singapore,
664,Female,Main account,34.0,31-40,Chinese,Business,Singapore,Singapore
665,Female,Dependent account,66.0,60+,Chinese,Product,India,Singapore
666,Male,Main account,54.0,51-60,,Pro…uct,Singapor,
667,mALE,Main account,22.0,21-30,Chinese,,,Singapore
668,Male,Dependent account,20.0,11-20 ,mALAY,Product,Singapore,Singapore
669,Male,Maiin account,58.0,51-60,Chinese,Business,Singapore,
670,female,Dependent acconut,32.0,31--40,Malay,HR,,Singapore
